Time Step;Label Index;Name (NA);MIL;SVD;Voxel count;Volume (mm³);Surface Area (Lorenson 1987) (mm²);Phi (°);Theta (°)
0;1;;0.005098444102085042;nan;216.0;1.7279999999999998e-06;0.0007815298677472059;62.59037121342765;-44.672857457871956
0;2;;2.7755575615628914e-15;nan;277.0;2.2159999999999996e-06;0.0011214446587089154;89.9241895801307;115.40711798981633
0;3;;2.7755575615628914e-15;nan;285.0;2.2799999999999998e-06;0.0012020350578496703;72.9157403033987;-100.40051274203604
0;4;;0.004031034414383461;nan;295.0;2.36e-06;0.001037335167195247;86.03132738355552;54.81048650599133
0;5;;2.7755575615628914e-15;nan;344.0;2.7519999999999997e-06;0.0014187706125878493;83.03502061790779;85.75492295132025
0;6;;2.7755575615628914e-15;nan;407.0;3.256e-06;0.0013387647809249784;74.46000455159889;-98.10616961161998
0;7;;2.7755575615628914e-15;nan;453.0;3.6239999999999995e-06;0.0013316974620446677;89.0605861491118;9.713388799716341
0;8;;0.009844476771306732;nan;475.0;3.7999999999999996e-06;0.0015227234934628684;78.81178424173297;2.5359679112212588
0;9;;2.7755575615628914e-15;nan;482.0;3.855999999999999e-06;0.0014843500252895892;68.98999847150303;144.40872846110798
0;10;;2.7755575615628914e-15;nan;488.0;3.903999999999999e-06;0.0018936871524923803;83.56180381048149;19.430926255222353
0;11;;0.004618501593810276;nan;508.0;4.0639999999999995e-06;0.0017801800972148964;89.66360832870195;-158.3317375477413
0;12;;2.7755575615628914e-15;nan;527.0;4.216e-06;0.0014543169032675814;89.5793270369291;107.27106436939316
0;13;;0.007598799617698271;nan;547.0;4.375999999999999e-06;0.0017604235710021346;81.90712540470257;18.661821857843513
0;14;;0.08573797645036985;nan;574.0;4.591999999999999e-06;0.0025045895298087713;88.39833534581007;4.004057592320655
0;15;;0.012613344962311368;nan;576.0;4.607999999999999e-06;0.001686468846351772;84.05737892090055;111.67475183414501
0;16;;2.7755575615628914e-15;nan;633.0;5.063999999999999e-06;0.0017461709759509021;70.12290685205753;-161.4160585146562
0;17;;2.7755575615628914e-15;nan;638.0;5.103999999999999e-06;0.0017917098729097825;87.22829950551366;-34.62367237580634
0;18;;0.001977716135686425;nan;778.0;6.223999999999999e-06;0.002186000067872437;74.40010910923267;58.67476500451254
0;19;;0.013222282754898562;nan;782.0;6.255999999999999e-06;0.002545843248949265;83.42711891052008;27.575547695519262
0;20;;2.7755575615628914e-15;nan;799.0;6.391999999999999e-06;0.002632644955679142;77.32883826137885;-142.26773141049432
0;21;;0.21389341641432946;0.9646384921689849;934.0;7.471999999999998e-06;0.003454272651614273;73.86333875843631;-148.48699687475647
0;22;;0.04898374898765956;nan;956.0;7.648e-06;0.0033980212020519773;88.04860483649274;40.53012480513338
0;23;;0.13177655454837955;nan;974.0;7.792e-06;0.003503481165649129;80.52356377979018;166.31880430390473
0;24;;2.7755575615628914e-15;nan;990.0;7.919999999999999e-06;0.003047840425170148;75.77546847766028;-33.52511408728019
0;25;;2.7755575615628914e-15;nan;1008.0;8.063999999999998e-06;0.002440048675622548;85.87260348878128;-179.1891974134326
0;26;;0.030201011930379607;nan;1068.0;8.543999999999998e-06;0.0028476476846257333;73.65713289672271;-65.31127866693942
0;27;;0.012742970949765842;nan;1080.0;8.639999999999999e-06;0.0036644346959662294;75.99249143233547;-126.56281649238898
0;28;;0.9972750471073724;0.9728717374224047;1110.0;8.88e-06;0.0037602225246055297;87.57327143491302;112.25473805711901
0;29;;1.0;0.9855511889376256;1113.0;8.904e-06;0.0036744495262072763;84.39762284752071;87.48077128588064
0;30;;0.18611518679093841;nan;1127.0;9.015999999999998e-06;0.0037585785712230435;85.87003300025215;147.13198355577453
0;31;;2.7755575615628914e-15;nan;1148.0;9.183999999999999e-06;0.002959916139174759;77.59209193731427;3.524865191412211
0;32;;0.006431120051277661;nan;1149.0;9.192e-06;0.0029223763356449497;86.46926754566769;-23.618292055617754
0;33;;0.019708992073149245;nan;1211.0;9.687999999999998e-06;0.0038769835993603522;81.66677625170063;131.91462726986651
0;34;;0.12797970979209905;nan;1246.0;9.968e-06;0.003986406425603315;87.15165696793537;115.05764613381331
0;35;;1.0;nan;1339.0;1.0711999999999998e-05;0.0039526253045643195;89.58794218203195;0.5990487121726825
0;36;;0.00028193501039119884;nan;1364.0;1.0911999999999998e-05;0.00398780760348497;89.37905679758495;104.17392224624388
0;37;;0.09298279297506196;nan;1406.0;1.1247999999999998e-05;0.0038915162630333826;89.79317095088952;98.60346268623357
0;38;;0.02951204459163337;nan;1463.0;1.1704e-05;0.003573665198233822;84.65162464982318;-7.468460125083684
0;39;;2.7755575615628914e-15;nan;1481.0;1.1847999999999999e-05;0.0047310279188860944;88.14829629899441;149.90536944675642
0;40;;0.023835117983054488;nan;1534.0;1.2271999999999999e-05;0.003249011520133455;74.50274257028437;-33.780087724432676
