Time Step;Label Index;Name (NA);MIL;SVD;Voxel count;Volume (mm³);Phi (°);Theta (°)
0;227;;3.3306690738754696e-16;nan;6.0;9.9825e-07;60.24881467962892;157.47036875390586
0;228;;3.3306690738754696e-16;nan;6.0;9.9825e-07;70.56992770767175;148.25075902373626
0;229;;3.3306690738754696e-16;nan;6.0;9.9825e-07;49.86097269712961;-147.48417565771553
0;230;;3.3306690738754696e-16;nan;6.0;9.9825e-07;90.0;90.0
0;231;;3.3306690738754696e-16;nan;6.0;9.9825e-07;90.0;45.00000000000002
0;232;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;90.0;-149.5273020495386
0;233;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;87.61220296409502;30.255547640572143
0;234;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;81.1129063446636;8.995973088816053
0;235;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;84.31778294845586;-159.42811653293717
0;236;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;47.16368181420254;-30.81936964367281
0;237;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;90.0;98.34962211699681
0;238;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;81.6503778830032;-90.0
0;239;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;87.43571012381905;-60.94281470791381
0;240;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;90.0;90.0
0;241;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;90.0;59.03624346792651
0;242;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;90.0;0.0
0;243;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;54.459121184165035;-139.97290628802148
0;244;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;90.0;0.0
0;245;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;45.00000000000001;90.0
0;246;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;90.0;0.0
0;247;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;21.123377436180867;79.2684779217929
0;248;;3.3306690738754696e-16;nan;7.0;1.1646249999999999e-06;90.0;93.03622820360386
0;249;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;70.92128359822696;162.81741941015514
0;250;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;70.06939109155151;29.683855708299497
0;251;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;62.53504159990825;-103.12327392058288
0;252;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;69.80133297936513;59.56902824689171
0;253;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;90.0;-142.92968313330286
0;254;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;90.0;-169.09929525682412
0;255;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;90.0;-137.85529656874985
0;256;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;90.0;101.83526924236021
0;257;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;44.999999999999964;90.0
0;258;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;90.0;60.349861275407214
0;259;;3.3306690738754696e-16;nan;8.0;1.3309999999999998e-06;76.93578496866333;19.699905773403927
0;260;;3.3306690738754696e-16;nan;9.0;1.497375e-06;90.0;54.217474411461005
0;261;;3.3306690738754696e-16;nan;9.0;1.497375e-06;21.39701160493309;-161.0609740996576
0;262;;3.3306690738754696e-16;nan;9.0;1.497375e-06;84.13989321485886;167.71863276330765
0;263;;3.3306690738754696e-16;nan;9.0;1.497375e-06;90.0;101.98124448728908
0;264;;3.3306690738754696e-16;nan;9.0;1.497375e-06;67.87445281957156;58.04486833540401
0;265;;3.3306690738754696e-16;nan;9.0;1.497375e-06;90.0;123.98188652992728
0;266;;3.3306690738754696e-16;nan;9.0;1.497375e-06;72.4515993862077;108.43494882292201
0;267;;3.3306690738754696e-16;nan;9.0;1.497375e-06;37.15581094301846;123.41598105779632
0;268;;3.3306690738754696e-16;nan;10.0;1.66375e-06;86.79513341065146;124.5799015466279
0;269;;3.3306690738754696e-16;nan;10.0;1.66375e-06;90.0;-164.3112134556417
0;270;;3.3306690738754696e-16;nan;10.0;1.66375e-06;81.39282898572488;164.10831205173506
0;271;;3.3306690738754696e-16;nan;10.0;1.66375e-06;81.15374446920147;120.33009412918145
0;272;;3.3306690738754696e-16;nan;10.0;1.66375e-06;73.23841676984947;35.377570398768334
0;273;;3.3306690738754696e-16;nan;10.0;1.66375e-06;90.0;0.0
0;274;;3.3306690738754696e-16;nan;10.0;1.66375e-06;86.79665038096593;-17.92791976200725
0;275;;3.3306690738754696e-16;nan;10.0;1.66375e-06;90.0;-164.56395831845984
0;276;;3.3306690738754696e-16;nan;10.0;1.66375e-06;80.85711803222975;-32.43418264526462
0;277;;3.3306690738754696e-16;nan;10.0;1.66375e-06;69.64457379276651;16.497110102176798
0;278;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;87.55054740860169;59.3096815560665
0;279;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;71.31210400633647;-45.9269804762161
0;280;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;66.0631460106355;52.39009878132311
0;281;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;90.0;65.6627502395852
0;282;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;76.65849873854211;-121.56658129486097
