Time Step;Label Index;Name (NA);MIL;SVD;Voxel count;Volume (mm³);Surface Area (Lorenson 1987) (mm²);Phi (°);Theta (°)
0;1;;2.7755575615628914e-15;nan;128.0;1.0239999999999999e-06;0.0005541700201270112;90.0;0.0
0;2;;2.7755575615628914e-15;nan;149.0;1.1919999999999998e-06;0.0006229000249196868;74.39955828708284;70.7283157602889
0;3;;2.7755575615628914e-15;nan;157.0;1.256e-06;0.0006607889713480396;89.84508781391004;122.51994104175225
0;4;;2.7755575615628914e-15;nan;157.0;1.256e-06;0.0006767807138556175;89.86673548905787;-149.97287063342233
0;5;;2.7755575615628914e-15;nan;159.0;1.2719999999999998e-06;0.000874765760928751;86.9791125847083;-175.16129240547716
0;6;;0.0037013759469401997;nan;262.0;2.096e-06;0.0010075195581949199;88.75274284225506;135.38878927499263
0;7;;0.0036854258182454913;nan;275.0;2.1999999999999997e-06;0.0009565398741824486;70.76053445671147;-175.04489725226725
0;8;;2.7755575615628914e-15;nan;279.0;2.2319999999999996e-06;0.0010006571331866543;72.63266409103939;-111.34634968359222
0;9;;2.7755575615628914e-15;nan;331.0;2.6479999999999995e-06;0.0011411734966129759;81.9314168229522;-134.35412576338138
0;10;;0.001977316079726066;nan;358.0;2.8639999999999996e-06;0.0012381328860375952;68.07454408206799;-127.9789461667195
0;11;;2.7755575615628914e-15;nan;361.0;2.8879999999999997e-06;0.0013078062552719317;87.07335203485512;-151.89294743191502
0;12;;2.7755575615628914e-15;nan;366.0;2.9279999999999993e-06;0.0012341525251383949;79.26077186601634;-5.619178096153033
0;13;;0.004902159577854337;nan;379.0;3.0319999999999995e-06;0.001489528606026067;81.26286585405252;-85.41267402365732
0;14;;2.7755575615628914e-15;nan;383.0;3.064e-06;0.0011717440911677636;72.3744163851866;174.36490692592938
0;15;;2.7755575615628914e-15;nan;443.0;3.5439999999999994e-06;0.0013643179753236735;80.98538367659404;79.97900012386965
0;16;;2.7755575615628914e-15;nan;474.0;3.7919999999999994e-06;0.0022706552926760703;84.31532558148766;-96.70514819877394
0;17;;2.7755575615628914e-15;nan;482.0;3.855999999999999e-06;0.0015754180424563048;89.89732262105814;12.07957362094023
0;18;;2.7755575615628914e-15;nan;509.0;4.071999999999999e-06;0.001679098107125086;74.82219551862342;13.754900889844004
0;19;;2.7755575615628914e-15;nan;544.0;4.352e-06;0.0016178155848204448;78.06050410209883;158.41948143684243
0;20;;0.01318504658770503;nan;554.0;4.431999999999999e-06;0.0016185511395586255;81.51616642048461;15.613690795479137
0;21;;2.7755575615628914e-15;nan;582.0;4.655999999999999e-06;0.0018105885311855271;78.38237799833016;-119.5021111460459
0;22;;2.7755575615628914e-15;nan;587.0;4.696e-06;0.0017468075142128658;73.20455610294343;62.288511839123025
0;23;;0.024465220938458265;nan;601.0;4.8079999999999995e-06;0.0017389337289958986;81.1083171240059;-103.61552388600765
0;24;;2.7755575615628914e-15;nan;613.0;4.903999999999999e-06;0.0020197508786545266;85.29913927799764;167.39828520917152
0;25;;0.0033951267944897223;nan;698.0;5.583999999999999e-06;0.002416002585754306;71.33805217773805;-131.79477865258906
0;26;;2.7755575615628914e-15;nan;701.0;5.6079999999999995e-06;0.0019073813983687751;71.10727605770799;145.63883652306944
0;27;;2.7755575615628914e-15;nan;716.0;5.727999999999999e-06;0.0020379775403848487;77.72363636338329;-13.263248988387963
0;28;;2.7755575615628914e-15;nan;737.0;5.896e-06;0.002096824121250029;70.2670847618855;44.695073348495725
0;29;;0.01085631986855451;nan;756.0;6.047999999999999e-06;0.0030612234832096304;88.06708443532943;-36.78348465075576
0;30;;2.7755575615628914e-15;nan;774.0;6.191999999999999e-06;0.002553972379563734;89.89595223820655;162.39809033115657
0;31;;2.7755575615628914e-15;nan;880.0;7.0399999999999995e-06;0.003016948866027402;87.71317006584937;-17.169420742442973
0;32;;0.02971337035783972;nan;917.0;7.335999999999999e-06;0.0034275155373023358;72.65205744196024;-117.2818574783944
0;33;;2.7755575615628914e-15;nan;930.0;7.439999999999999e-06;0.002332341204362432;89.62324652448856;94.86861905175019
0;34;;0.7584052197252067;0.9748526334899132;940.0;7.519999999999999e-06;0.003438317344909704;88.61835511530934;154.62201729961274
0;35;;2.7755575615628914e-15;nan;961.0;7.687999999999998e-06;0.0022355484106120318;64.67648482307034;132.79439694216472
0;36;;1.0;0.9730013883511701;1002.0;8.015999999999999e-06;0.003549661375831462;72.0933244958998;84.18034162762895
0;37;;0.03047007931626622;nan;1005.0;8.04e-06;0.003352450255127178;84.54957888331401;-66.2127652342111
0;38;;2.7755575615628914e-15;nan;1037.0;8.296e-06;0.0026840033574735585;80.4920814607567;-150.5738451647574
0;39;;0.5218428613091608;0.9693172454237196;1104.0;8.831999999999998e-06;0.0037679632341198538;83.4200632381962;105.56546909311405
0;40;;0.027816710508862474;nan;1107.0;8.856e-06;0.003690968597180517;79.12129391098465;84.62394168743114
0;41;;0.030637075798983116;nan;1115.0;8.919999999999998e-06;0.0029300378760683766;82.1406482114921;-81.75864339307246
0;42;;2.7755575615628914e-15;nan;1122.0;8.975999999999998e-06;0.0036689325593270775;81.14783221331264;0.465493111385953
0;43;;0.1794211075788008;0.9571686090970012;1155.0;9.239999999999998e-06;0.0038089459994489305;87.94520550265503;-53.13728627690467
0;44;;0.23780524658316582;0.9593970677092274;1157.0;9.255999999999999e-06;0.0038344278196919077;79.42874454897853;-74.73692589513458
0;45;;0.2220792433552361;0.9725590525080252;1214.0;9.711999999999998e-06;0.003918988358967131;86.04361196878382;55.869230351189415
0;46;;0.06089091399239688;nan;1225.0;9.799999999999998e-06;0.003211273637663014;70.54728365096021;-19.07973131138737
0;47;;0.04701368109762427;nan;1236.0;9.887999999999997e-06;0.003880337566064709;72.68917921232551;1.9706743962052804
0;48;;2.7755575615628914e-15;nan;1239.0;9.912e-06;0.003158347949049842;83.7173123308805;145.90966440536033
0;49;;0.10459432853188577;0.9468639120683866;1252.0;1.0015999999999999e-05;0.004009263018948712;81.4806985136466;-120.88733330139841
0;50;;0.9824628100782705;0.961445370635352;1298.0;1.0384e-05;0.004066468099705602;82.87457211470893;-129.13238379686942
0;51;;2.7755575615628914e-15;nan;1300.0;1.0399999999999999e-05;0.0040655290476681845;79.24313597031052;71.18363835186447
0;52;;0.0033864402507224334;nan;1376.0;1.1007999999999999e-05;0.004148425740187399;89.90070056362369;-35.574317710638624
0;53;;2.7755575615628914e-15;nan;1474.0;1.1792e-05;0.005247893718587077;86.92541400539439;-104.3345986904392
0;54;;0.8878052696358496;0.9661513858307444;1529.0;1.2231999999999999e-05;0.00452584838885526;77.40611012650973;-165.93704193197823
0;55;;2.7755575615628914e-15;nan;1543.0;1.2343999999999999e-05;0.004750488206492859;70.2882293138502;80.8799028574457
0;56;;0.12795551447020803;0.9786317000856106;1570.0;1.2559999999999998e-05;0.00453756200420503;78.58119700090917;176.06394082168345
0;57;;0.19350952867720117;0.9619384869009914;1571.0;1.2567999999999999e-05;0.004577457646067825;89.35866807685461;-163.79722181600968
0;58;;2.7755575615628914e-15;nan;1579.0;1.2631999999999999e-05;0.0045565387723860646;77.70348681284631;-169.02041881558299
